  1.000009  0.001260 0.00000
  0.999324  0.001361 0.00000
  0.997273  0.001663 0.00000
  0.993860  0.002165 0.00000
  0.989095  0.002863 0.00000
  0.982991  0.003753 0.00000
  0.975566  0.004829 0.00000
  0.966839  0.006085 0.00000
  0.956836  0.007513 0.00000
  0.945583  0.009104 0.00000
  0.933112  0.010851 0.00000
  0.919458  0.012742 0.00000
  0.904657  0.014769 0.00000
  0.888752  0.016920 0.00000
  0.871785  0.019184 0.00000
  0.853803  0.021550 0.00000
  0.834856  0.024007 0.00000
  0.814996  0.026542 0.00000
  0.794277  0.029144 0.00000
  0.772756  0.031800 0.00000
  0.750491  0.034496 0.00000
  0.727545  0.037220 0.00000
  0.703978  0.039957 0.00000
  0.679857  0.042693 0.00000
  0.655245  0.045413 0.00000
  0.630212  0.048101 0.00000
  0.604823  0.050741 0.00000
  0.579150  0.053316 0.00000
  0.553261  0.055807 0.00000
  0.527227  0.058198 0.00000
  0.501118  0.060468 0.00000
  0.475006  0.062600 0.00000
  0.448962  0.064575 0.00000
  0.423056  0.066374 0.00000
  0.397360  0.067978 0.00000
  0.371941  0.069370 0.00000
  0.346871  0.070534 0.00000
  0.322217  0.071454 0.00000
  0.298047  0.072116 0.00000
  0.274426  0.072508 0.00000
  0.251419  0.072621 0.00000
  0.229089  0.072445 0.00000
  0.186702  0.071209 0.00000
  0.207497  0.071975 0.00000
  0.166762  0.070146 0.00000
  0.147731  0.068787 0.00000
  0.129656  0.067136 0.00000
  0.112144  0.065149 0.00000
  0.095138  0.062628 0.00000
  0.078921  0.059413 0.00000
  0.063758  0.055436 0.00000
  0.037508  0.045350 0.00000
  0.049888  0.050716 0.00000
  0.026770  0.039497 0.00000
  0.017766  0.033349 0.00000
  0.010541  0.027108 0.00000
  0.005093  0.020965 0.00000
  0.001383  0.015082 0.00000
 -0.000647  0.009583 0.00000
 -0.001078  0.004546 0.00000
  0.000000  0.000000 0.00000
  0.002449 -0.003975 0.00000
  0.006126 -0.007341 0.00000
  0.010928 -0.010182 0.00000
  0.016760 -0.012605 0.00000
  0.023533 -0.014729 0.00000
  0.031177 -0.016671 0.00000
  0.048946 -0.020441 0.00000
  0.039650 -0.018543 0.00000
  0.059106 -0.022439 0.00000
  0.070217 -0.024594 0.00000
  0.082409 -0.026937 0.00000
  0.095845 -0.029467 0.00000
  0.110710 -0.032136 0.00000
  0.127199 -0.034826 0.00000
  0.145162 -0.037349 0.00000
  0.164108 -0.039627 0.00000
  0.183978 -0.041652 0.00000
  0.204718 -0.043419 0.00000
  0.226272 -0.044926 0.00000
  0.248581 -0.046170 0.00000
  0.271584 -0.047154 0.00000
  0.295217 -0.047880 0.00000
  0.319415 -0.048354 0.00000
  0.369240 -0.048576 0.00000
  0.344112 -0.048583 0.00000
  0.394729 -0.048342 0.00000
  0.420509 -0.047894 0.00000
  0.446509 -0.047244 0.00000
  0.472658 -0.046404 0.00000
  0.498882 -0.045389 0.00000
  0.525109 -0.044212 0.00000
  0.551268 -0.042888 0.00000
  0.577285 -0.041432 0.00000
  0.603088 -0.039857 0.00000
  0.628607 -0.038178 0.00000
  0.653772 -0.036408 0.00000
  0.678511 -0.034563 0.00000
  0.702758 -0.032654 0.00000
  0.726446 -0.030696 0.00000
  0.749509 -0.028703 0.00000
  0.771883 -0.026686 0.00000
  0.793508 -0.024661 0.00000
  0.814325 -0.022639 0.00000
  0.834275 -0.020635 0.00000
  0.853304 -0.018661 0.00000
  0.871360 -0.016732 0.00000
  0.888394 -0.014859 0.00000
  0.919213 -0.011341 0.00000
  0.904360 -0.013058 0.00000
  0.932913 -0.009721 0.00000
  0.945423 -0.008211 0.00000
  0.956710 -0.006822 0.00000
  0.966741 -0.005567 0.00000
  0.975491 -0.004456 0.00000
  0.982935 -0.003498 0.00000
  0.989053 -0.002702 0.00000
  0.993828 -0.002076 0.00000
  0.997249 -0.001624 0.00000
  0.999305 -0.001351 0.00000
  0.999991 -0.001260 0.00000
